VIEW_SCHEMA,VIEW_NAME,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME
GPS,Grant Activity Contact,GPS,Dim_Contact_Role,%Dim_Contact_Role_Key
GPS,Grant Activity Contact,GPS,Dim_Contact_Role,Activity Primary Contact Flag
GPS,Grant Activity Contact,GPS,Dim_Contact_Role,Position Type Desc
FUSION,Grant Activity Location Attribution,FUSION,Financial Year,Financial Year Id
FUSION,Ceasing Activity Funding,FUSION,Financial Year,Financial Year Id
NIAA,Program Tracker,FUSION,Financial Year,Financial Year Id
NIAA,Program Tracker,FUSION,Financial Year,Financial Year
FUSION,Ceasing Activity Funding,FUSION,Financial Year,Financial Year
FUSION,Grant Activity Location Attribution,FUSION,Financial Year,Financial Year
FUSION,Ceasing Activity Funding,FUSION,Financial Year,Start Date
NIAA,Program Tracker,FUSION,Financial Year,Start Date
NIAA,Program Tracker,FUSION,Financial Year,End Date
FUSION,Ceasing Activity Funding,FUSION,Financial Year,End Date
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_declarationofinterestid
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_approvedon
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_approver
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_approvercomment
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_approverlevel
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_approvername
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_approveroffice
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_approverreminderon
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_conflictstodeclarename
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_declarationapprovedname
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_declarationcompletename
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_declarationid
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_declarationtext
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_declaredby
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_declaredbyname
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_declaredon
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_declarerlevel
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_declareroffice
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_declarerreminderon
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_direction
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_isrevertedname
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_previousdeclaration
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_previousdeclarationname
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_processstage
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_renewalduedate
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_revertreason
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_reviewcompletename
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_reviewedon
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_reviewer
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_reviewercomment
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_reviewerlevel
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_reviewername
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_revieweroffice
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_reviewerreminderon
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,pmc_showdeclarationname
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,createdon
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,modifiedon
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,statecodename
FUSION,Declaration Of Interest,FUSION,pmc_declarationofinterest,statuscodename
GAR,Grant Activity Review,GAR,Review Item,Grant Activity Review Item Id
GAR,Grant Activity Review Item,GAR,Review Item,Grant Activity Review Item Id
GAR,Grant Activity Review Item,GAR,Review Item,Category
GAR,Grant Activity Review Item,GAR,Review Item,Review Item Number
GAR,Grant Activity Review,GAR,Review Item,Review Item Number
GAR,Grant Activity Review Item,GAR,Review Item,Data Item
GAR,Grant Activity Review Item,GAR,Review Item,Descriptor Option Number
GAR,Grant Activity Review,GAR,Review Item,Descriptor Option Number
GAR,Grant Activity Review Item,GAR,Review Item,Descriptor Option
GAR,Grant Activity Review Item,GAR,Review Item,Explanation
DGOV,ORIC Corporations,DGOV,ORIC_AboriginalAndTorresStraitIslanderCorporations,ICN
DGOV,ORIC Corporations,DGOV,ORIC_AboriginalAndTorresStraitIslanderCorporations,Corporation Name
DGOV,ORIC Corporations,DGOV,ORIC_AboriginalAndTorresStraitIslanderCorporations,Status Reason
DGOV,ORIC Corporations,DGOV,ORIC_AboriginalAndTorresStraitIslanderCorporations,Registered On
DGOV,ORIC Corporations,DGOV,ORIC_AboriginalAndTorresStraitIslanderCorporations,Deregistered On
DGOV,ORIC Corporations,DGOV,ORIC_AboriginalAndTorresStraitIslanderCorporations,ABN
DGOV,ORIC Corporations,DGOV,ORIC_AboriginalAndTorresStraitIslanderCorporations,Corporation registered with ACNC?
ESS,CDP Caseload Last 7 Days,ESS,CDP_Caseload_Last_7_Days,Job Seeker Id
ESS,CDP Caseload Last 7 Days,ESS,CDP_Caseload_Last_7_Days,CRN
ESS,CDP Caseload Last 7 Days,ESS,CDP_Caseload_Last_7_Days,Community Name
ESS,CDP Caseload Last 7 Days,ESS,CDP_Caseload_Last_7_Days,Site Code
ESS,CDP Caseload Last 7 Days,ESS,CDP_Caseload_Last_7_Days,Contract Id
ESS,CDP Caseload Last 7 Days,ESS,CDP_Caseload_Last_7_Days,Snapshot Date
NIAA,Program Tracker,NIAA,ProgramTracker,Id
NIAA,Program Tracker,NIAA,ProgramTracker,Programme Code
NIAA,Program Tracker,NIAA,ProgramTracker,Category Id
NIAA,Program Tracker,NIAA,ProgramTracker,Activity Id
NIAA,Program Tracker,NIAA,ProgramTracker,Activity Title
NIAA,Program Tracker,NIAA,ProgramTracker,Activity Description
NIAA,Program Tracker,NIAA,ProgramTracker,Programme
NIAA,Program Tracker,NIAA,ProgramTracker,Sub-Programme
NIAA,Program Tracker,NIAA,ProgramTracker,Service Provider Name
NIAA,Program Tracker,NIAA,ProgramTracker,PMC Managing Region
NIAA,Program Tracker,NIAA,ProgramTracker,Purchase Order/Doc No
NIAA,Program Tracker,NIAA,ProgramTracker,Cost Centre
NIAA,Program Tracker,NIAA,ProgramTracker,Ministerial Brief Number
NIAA,Program Tracker,NIAA,ProgramTracker,Activity Start Date
NIAA,Program Tracker,NIAA,ProgramTracker,Activity End date
NIAA,Program Tracker,NIAA,ProgramTracker,Financial Year
NIAA,Program Tracker,NIAA,ProgramTracker,Type
NIAA,Program Tracker,NIAA,ProgramTracker,Value
ESS,CDP Grant Estimated Expenditure FY,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,EFFECTIVE_START_DATE
ESS,FUSION CDP Expenditure,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,EFFECTIVE_START_DATE
ESS,FUSION CDP Expenditure,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,EFFECTIVE_END_DATE
ESS,CDP Grant Estimated Expenditure FY,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,EFFECTIVE_END_DATE
ESS,CDP Grant Estimated Expenditure FY,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,CLAIM_ID
ESS,FUSION CDP Expenditure,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,CLAIM_ID
ESS,CDP Claim,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,CLAIM_ID
ESS,CDP Claim,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,CLAIM_SEQ_NUMBER
ESS,CDP Claim,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,JSKR_ID
ESS,CDP Claim,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,CONTRACT_ID
ESS,FUSION CDP Expenditure,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,CONTRACT_ID
ESS,CDP Grant Estimated Expenditure FY,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,CONTRACT_ID
ESS,CDP Claim,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,SPECIAL_CLAIM_CODE
ESS,CDP Claim,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,CREATION_DATE
ESS,CDP Grant Estimated Expenditure FY,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,CREATION_DATE
ESS,FUSION CDP Expenditure,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,CREATION_DATE
ESS,CDP Claim,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,CMY_RATE_TYPE
ESS,CDP Claim,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,YPY_STATUS_CODE
ESS,FUSION CDP Expenditure,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,YPY_STATUS_CODE
ESS,CDP Grant Estimated Expenditure FY,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,YPY_STATUS_CODE
ESS,CDP Claim,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,STATUS_REASON_CD
ESS,CDP Claim,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,APPROVED_AMOUNT
ESS,CDP Grant Estimated Expenditure FY,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,APPROVED_AMOUNT
ESS,FUSION CDP Expenditure,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,APPROVED_AMOUNT
ESS,CDP Claim,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,AMOUNT
ESS,CDP Claim,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,RECO_DATE
ESS,CDP Claim,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,GST_AMOUNT
ESS,CDP Grant Estimated Expenditure FY,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,GST_AMOUNT
ESS,CDP Claim,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,VACANCY_REF_ID
ESS,CDP Claim,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,FK_VAR_ACTIVITY_ID
ESS,CDP Claim,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,FK_VAR_SEQ_NUMBER
ESS,CDP Claim,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,END_DATE
ESS,CDP Claim,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,USERS_INVOICE_NUM
ESS,CDP Claim,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,PCH_STATUS_DATE
ESS,CDP Claim,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,SPECIAL_AUTO_CLAIM_IND
ESS,CDP Claim,ESS,SUB838_CDP_VDEN_CLAIM_RJCP_NIAA,IsActive
CTG,Grant Activity - Closing the Gap,FUSION,Framework Code,Framework Code Id
CTG,Grant Activity - Closing the Gap,FUSION,Framework Code,Parent Framework Code Id
CTG,Grant Activity - Closing the Gap,FUSION,Framework Code,Framework Code
CTG,Grant Activity - Closing the Gap,FUSION,Framework Code,Hierarchy Level
SnapForms_RJED,Employment Report Placement,ETL_METADATA,SnapFormsEntity,FormId
SnapForms_RJED,Employment Report,ETL_METADATA,SnapFormsEntity,FormId
SnapForms_RJED,Employment Report,ETL_METADATA,SnapFormsEntity,Form
SnapForms_RJED,Employment Report Placement,ETL_METADATA,SnapFormsEntity,Form
SnapForms_RJED,Employment Report Placement,ETL_METADATA,SnapFormsEntity,FormSchema
SnapForms_RJED,Employment Report,ETL_METADATA,SnapFormsEntity,FormSchema
SnapForms_RJED,Employment Report,ETL_METADATA,SnapFormsEntity,EtlExtractYN
SnapForms_RJED,Employment Report Placement,ETL_METADATA,SnapFormsEntity,EtlExtractYN
ASGS,ILOC_2021_AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,qgs_fid_0
ASGS,ILOC_2021_AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,geom
GeoASGS,ILOC 2021 AUST WKT,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,geom
GeoASGS,ILOC 2021 AUST WKT,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,qgs_fid
GeoASGS,ILOC 2021 AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,qgs_fid
ASGS,ILOC_2021_AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,qgs_fid
ASGS,ILOC_2021_AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,id
ASGS,ILOC_2021_AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,ILOC_CODE_2021
GeoASGS,ILOC 2021 AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,ILOC_CODE_2021
GeoASGS,ILOC 2021 AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,ILOC_NAME_2021
ASGS,ILOC_2021_AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,ILOC_NAME_2021
ASGS,ILOC_2021_AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,IARE_CODE_2021
GeoASGS,ILOC 2021 AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,IARE_CODE_2021
GeoASGS,ILOC 2021 AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,IARE_NAME_2021
ASGS,ILOC_2021_AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,IARE_NAME_2021
ASGS,ILOC_2021_AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,IREG_CODE_2021
GeoASGS,ILOC 2021 AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,IREG_CODE_2021
GeoASGS,ILOC 2021 AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,IREG_NAME_2021
ASGS,ILOC_2021_AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,IREG_NAME_2021
ASGS,ILOC_2021_AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,STATE_CODE_2021
GeoASGS,ILOC 2021 AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,STATE_CODE_2021
GeoASGS,ILOC 2021 AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,STATE_NAME_2021
ASGS,ILOC_2021_AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,STATE_NAME_2021
ASGS,ILOC_2021_AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,AUS_CODE_2021
GeoASGS,ILOC 2021 AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,AUS_CODE_2021
GeoASGS,ILOC 2021 AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,AUS_NAME_2021
ASGS,ILOC_2021_AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,AUS_NAME_2021
ASGS,ILOC_2021_AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,AREA_ALBERS_SQKM
GeoASGS,ILOC 2021 AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,AREA_ALBERS_SQKM
GeoASGS,ILOC 2021 AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,ASGS_LOCI_URI_2021
ASGS,ILOC_2021_AUST,GeoASGS,ILOC_2021_AUST_GDA2020_Simplified,ASGS_LOCI_URI_2021
PRA,Performance Report Assessment Legacy,PRA,PRA_2021,Review_Id
PRA,KPI Assessment Legacy,PRA,PRA_2021,Review_Id
PRA,Performance Report Assessment Legacy,PRA,PRA_2021,Performance_report_payment_due
PRA,Performance Report Assessment Legacy,PRA,PRA_2021,Relevant_FOFMS_Payment_ID
PRA,Performance Report Assessment Legacy,PRA,PRA_2021,Report_Due_Date
PRA,Performance Report Assessment Legacy,PRA,PRA_2021,Report_Received_Date
PRA,Performance Report Assessment Legacy,PRA,PRA_2021,Reviewer
PRA,Performance Report Assessment Legacy,PRA,PRA_2021,Acceptance_of_performance_report
PRA,Performance Report Assessment Legacy,PRA,PRA_2021,Recommendation
PRA,KPI Assessment Legacy,PRA,PRA_2021,Mandatory_KPI_1_Code
PRA,KPI Assessment Legacy,PRA,PRA_2021,Mandatory_KPI_1_Rating
PRA,KPI Assessment Legacy,PRA,PRA_2021,Mandatory_KPI_2_Code
PRA,KPI Assessment Legacy,PRA,PRA_2021,Mandatory_KPI_2_Rating
PRA,KPI Assessment Legacy,PRA,PRA_2021,Additional_KPI_3_Code
PRA,KPI Assessment Legacy,PRA,PRA_2021,Additional_KPI_3_Description
PRA,KPI Assessment Legacy,PRA,PRA_2021,Additional_KPI_3_Rating
PRA,KPI Assessment Legacy,PRA,PRA_2021,Additional_KPI_4_Code
PRA,KPI Assessment Legacy,PRA,PRA_2021,Additional_KPI_4_Description
PRA,KPI Assessment Legacy,PRA,PRA_2021,Additional_KPI_4_Rating
PRA,KPI Assessment Legacy,PRA,PRA_2021,Additional_KPI_5_Code
PRA,KPI Assessment Legacy,PRA,PRA_2021,Additional_KPI_5_Description
PRA,KPI Assessment Legacy,PRA,PRA_2021,Additional_KPI_5_Rating
PRA,KPI Assessment Legacy,PRA,PRA_2021,Additional_KPI_6_Code
PRA,KPI Assessment Legacy,PRA,PRA_2021,Additional_KPI_6_Description
PRA,KPI Assessment Legacy,PRA,PRA_2021,Additional_KPI_6_Rating
PRA,KPI Assessment Legacy,PRA,PRA_2021,Additional_KPI_7_Code
PRA,KPI Assessment Legacy,PRA,PRA_2021,Additional_KPI_7_Description
PRA,KPI Assessment Legacy,PRA,PRA_2021,Additional_KPI_7_Rating
PRA,KPI Assessment Legacy,PRA,PRA_2021,Additional_KPI_8_Code
PRA,KPI Assessment Legacy,PRA,PRA_2021,Additional_KPI_8_Description
PRA,KPI Assessment Legacy,PRA,PRA_2021,Additional_KPI_8_Rating
PRA,KPI Assessment Legacy,PRA,PRA_2021,Additional_KPI_9_Code
PRA,KPI Assessment Legacy,PRA,PRA_2021,Additional_KPI_9_Description
PRA,KPI Assessment Legacy,PRA,PRA_2021,Additional_KPI_9_Rating
PRA,KPI Assessment Legacy,PRA,PRA_2021,Additional_KPI_10_Code
PRA,KPI Assessment Legacy,PRA,PRA_2021,Additional_KPI_10_Description
PRA,Performance Report Assessment Legacy,PRA,PRA_2021,Overall_Progress
CAEPR,v_irseo_pinirseo_2021_curated,CAEPR,irseo_pinirseo_2021,iare_code
CAEPR,v_irseo_pinirseo_2021_curated,CAEPR,irseo_pinirseo_2021,iare_name
CAEPR,v_irseo_pinirseo_2021_curated,CAEPR,irseo_pinirseo_2021,pctile_irseo_2021
CAEPR,v_irseo_pinirseo_2021_curated,CAEPR,irseo_pinirseo_2021,irseo_2021_score
CAEPR,v_irseo_pinirseo_2021_curated,CAEPR,irseo_pinirseo_2021,pctile_irseo_2016
CAEPR,v_irseo_pinirseo_2021_curated,CAEPR,irseo_pinirseo_2021,irseo_2016_score
CAEPR,v_irseo_pinirseo_2021_curated,CAEPR,irseo_pinirseo_2021,pctile_pinirseo_ind_2021
CAEPR,v_irseo_pinirseo_2021_curated,CAEPR,irseo_pinirseo_2021,pctile_pinirseo_non_2021
CAEPR,v_irseo_pinirseo_2021_curated,CAEPR,irseo_pinirseo_2021,state
FUSION,Grant Application Funding,FUSION,pmc_applicationfunding,pmc_applicationfundingid
FUSION,Grant Application Funding,FUSION,pmc_applicationfunding,pmc_financialyearid
FUSION,Grant Application Funding,FUSION,pmc_applicationfunding,pmc_financialyearidname
FUSION,Grant Application Funding,FUSION,pmc_applicationfunding,pmc_fundingappliedfor
FUSION,Grant Application Funding,FUSION,pmc_applicationfunding,pmc_fundingpercentage
FUSION,Grant Application Funding,FUSION,pmc_applicationfunding,pmc_fundingrecommended
FUSION,Grant Application Funding,FUSION,pmc_applicationfunding,pmc_grantapplicationid
FUSION,Grant Application Funding,FUSION,pmc_applicationfunding,pmc_programmeid
FUSION,Grant Application Funding,FUSION,pmc_applicationfunding,pmc_programmeidname
FUSION,Grant Activity KPI,FUSION,pmc_activitykpi,pmc_achievementstatus
FUSION,Grant Activity KPI,FUSION,pmc_activitykpi,pmc_activitykpiid
FUSION,Grant Activity KPI,FUSION,pmc_activitykpi,pmc_activitypiid
FUSION,Grant Activity KPI,FUSION,pmc_activitykpi,pmc_displayorder
FUSION,Grant Activity KPI,FUSION,pmc_activitykpi,pmc_gpscreationdate
FUSION,Grant Activity KPI,FUSION,pmc_activitykpi,pmc_grantactivityid
FUSION,Grant Activity KPI,FUSION,pmc_activitykpi,pmc_justification
FUSION,Grant Activity KPI,FUSION,pmc_activitykpi,pmc_kpicodeid
FUSION,Grant Activity KPI,FUSION,pmc_activitykpi,pmc_kpicodeidname
FUSION,Grant Activity KPI,FUSION,pmc_activitykpi,pmc_name
FUSION,Grant Activity KPI,FUSION,pmc_activitykpi,pmc_summary
FUSION,Grant Activity KPI,FUSION,pmc_activitykpi,pmc_target
FUSION,Grant Activity KPI,FUSION,pmc_activitykpi,pmc_targetquantity
FUSION,Grant Activity KPI,FUSION,pmc_activitykpi,pmc_unitofmeasure
FUSION,Grant Activity KPI,FUSION,pmc_activitykpi,statecodename
FUSION,Grant Activity KPI,FUSION,pmc_activitykpi,statuscodename
ESS,CDP Grant Activity Site Location,ESS,CDP Grant Activity,Grant Identifier
ESS,CDP Grant Activity Site Location,ESS,CDP Grant Activity,Contract ID
ESS,CDP Grant Activity Site Location,ESS,CDP Grant Activity,Grant Status
GPS,Grant Activity Contact,GPS,Fact_Contact_Role,%Dim_Contact_Role_Key
GPS,Grant Activity Contact,GPS,Fact_Contact_Role,%Dim_Contact_Key
GPS,Grant Activity Contact,GPS,Fact_Contact_Role,%Dim_Programme_Schedule_Activity_Key
ESS,FUSION CDP Location,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,SITE_CODE
ESS,CDP Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,SITE_CODE
ESS,TWES Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,SITE_CODE
ESS,TWES Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,ADDRESS_LN1
ESS,CDP Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,ADDRESS_LN1
ESS,FUSION CDP Location,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,ADDRESS_LN1
ESS,FUSION CDP Location,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,ADDRESS_LN2
ESS,CDP Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,ADDRESS_LN2
ESS,TWES Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,ADDRESS_LN2
ESS,TWES Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,ADDRESS_LN3
ESS,CDP Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,ADDRESS_LN3
ESS,FUSION CDP Location,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,ADDRESS_LN3
ESS,FUSION CDP Location,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,LOCALITY_NAME
ESS,CDP Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,LOCALITY_NAME
ESS,TWES Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,LOCALITY_NAME
ESS,TWES Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,STATE
ESS,CDP Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,STATE
ESS,FUSION CDP Location,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,STATE
ESS,FUSION CDP Location,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,POST_CODE
ESS,CDP Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,POST_CODE
ESS,TWES Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,POST_CODE
ESS,TWES Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,Geo_Source
ESS,TWES Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,latitude
ESS,CDP Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,latitude
ESS,CDP Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,longitude
ESS,TWES Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,longitude
ESS,TWES Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,Electorate_2016
ESS,TWES Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,Indigenous Region Code
ESS,TWES Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,Indigenous Area Code
ESS,TWES Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,RJCP_Code
ESS,TWES Site Contract,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,RJCP_Name
ESS,FUSION CDP Location,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,SA1_7Digitcode_2011
ESS,FUSION CDP Location,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,SA2
ESS,FUSION CDP Location,ESS,SUB839_LKP_DIM_PROVIDER_GEOCODED_NIAA,SA2_NAME
NIAA,SA1_TO_EC,NIAA,EC_SA1_2020,EC_REGION
NIAA,SA1_TO_EC,NIAA,EC_SA1_2020,SA1_MAINCODE
NIAA,SA1_TO_EC,NIAA,EC_SA1_2020,SA1_7DIGIT
GPS,Grant Activity Contact,GPS,Fact_Activity,%Dim_Programme_Schedule_Activity_Key
FUSION,Grant Activity,GPS,Fact_Activity,%Dim_Programme_Schedule_Activity_Key
NIAA,vw_Rangers_Activity_Staging,GPS,Fact_Activity,%Dim_Programme_Schedule_Activity_Key
GPS,Grant Activity,GPS,Fact_Activity,%Dim_Programme_Schedule_Activity_Key
GPS,Grant Activity Milestone,GPS,Fact_Activity,%Dim_Programme_Schedule_Activity_Key
GRANTS,Activity Execution Date,GPS,Fact_Activity,%Dim_Programme_Schedule_Activity_Key
GPS,Program Schedule,GPS,Fact_Activity,%Dim_Programme_Schedule_Activity_Key
GPS,Program Schedule,GPS,Fact_Activity,%Dim_Programme_Schedule_Key
GPS,Grant Activity,GPS,Fact_Activity,%Dim_Programme_Schedule_Key
NIAA,vw_Rangers_Activity_Staging,GPS,Fact_Activity,%Dim_Programme_Schedule_Key
NIAA,vw_Rangers_Activity_Staging,GPS,Fact_Activity,%Dim_Activity_Programme_Key
GPS,Grant Activity,GPS,Fact_Activity,%Dim_Activity_Programme_Key
